,Date,HomeTeam,AwayTeam,Result,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
320,06/04/2019,Bournemouth,Burnley,"['1 ', ' 3']",Bournemouth,32,43,58,38,45.25,51.9,16.16,10.19,6.875,8.5625,1.1875,Burnley,32,37,59,33,37.43,55.77,13.3,10.45,5.125,7.84375,1.03125
321,06/04/2019,Huddersfield,Leicester,"['1 ', ' 4']",Huddersfield,32,18,59,14,23.55,53.29,10.26,11.06,3.5625,6.59375,0.4375,Leicester,32,42,43,44,42.25,37.75,11.6,10.03,5.5,6.5,1.375
322,06/04/2019,Newcastle United,Crystal Palace,"['0 ', ' 1']",Newcastle United,32,31,42,35,33.1,51.23,13.46,9.1,4.5625,8.15625,1.09375,Crystal Palace,32,38,43,36,41.92,42.91,14.09,9.28,6.40625,6.125,1.125
323,07/04/2019,Everton,Arsenal,"['1 ', ' 0']",Everton,32,45,42,43,43.38,45.52,10.01,9.54,5.46875,5.71875,1.34375,Arsenal,31,65,39,63,54.01,42.62,9.27,12.73,10.5483870967742,6.41935483870968,2.03225806451613
324,08/04/2019,Chelsea,West Ham,"['2 ', ' 0']",Chelsea,32,55,34,63,53.72,32.8,9.46,15.24,9.375,4.25,1.96875,West Ham,32,41,48,42,38.5,56.1,12.21,9.71,6.9375,7.1875,1.3125
325,12/04/2019,Leicester,Newcastle United,"['0 ', ' 1']",Leicester,33,46,44,47,45.87,39.38,11.5,10.02,5.39393939393939,6.36363636363636,1.42424242424242,Newcastle United,33,31,43,35,34.04,52.14,13.28,9.23,4.6969696969697,8.03030303030303,1.06060606060606
326,13/04/2019,Tottenham,Huddersfield,"['4 ', ' 0']",Tottenham,32,60,34,64,53.81,40.67,9.05,14.75,7,5.125,2,Huddersfield,33,19,63,14,25.17,56.91,10.24,10.97,3.51515151515152,6.45454545454545,0.424242424242424
327,13/04/2019,Brighton,Bournemouth,"['0 ', ' 5']",Brighton,31,32,46,33,32.27,50.24,13.16,10.08,3.93548387096774,7.67741935483871,1.06451612903226,Bournemouth,33,44,61,38,46.46,53.29,15.99,10.22,6.93939393939394,8.42424242424242,1.15151515151515
328,13/04/2019,Burnley,Cardiff,"['2 ', ' 0']",Burnley,33,40,60,36,38.82,56.98,13.24,10.42,5.09090909090909,7.87878787878788,1.09090909090909,Cardiff,32,28,61,28,34.64,56.42,14.91,5.76,3.9375,9.1875,0.875
329,13/04/2019,Fulham,Everton,"['2 ', ' 0']",Fulham,33,30,76,17,36.74,64.29,14.38,10.44,4.21212121212121,9.18181818181818,0.515151515151515,Everton,33,46,42,46,46.07,45.72,10,9.57,5.48484848484848,5.63636363636364,1.39393939393939
330,13/04/2019,Southampton,Wolverhampton Wanderers,"['3 ', ' 1']",Southampton,32,36,53,33,38.35,50.65,11.58,10.08,5.09375,8.53125,1.03125,Wolverhampton Wanderers,32,40,39,47,43.41,34.72,13.15,11.46,4.5625,6.15625,1.46875
331,13/04/2019,Manchester United,West Ham,"['2 ', ' 1']",Manchester United,32,61,43,61,60.24,44.74,10.34,13.45,7.8125,7.0625,1.90625,West Ham,33,41,50,42,38.98,58.34,12.23,9.84,6.93939393939394,7.45454545454545,1.27272727272727
332,14/04/2019,Crystal Palace,Manchester City,"['1 ', ' 3']",Crystal Palace,33,39,43,39,42.83,43.85,14.09,9.26,6.33333333333333,6.21212121212121,1.18181818181818,Manchester City,32,83,21,80,82.61,22.48,8.79,26.87,15.25,3.53125,2.5
333,14/04/2019,Liverpool,Chelsea,"['2 ', ' 0']",Liverpool,33,75,20,82,68.95,24.81,10.17,18.62,11.2727272727273,4.03030303030303,2.48484848484849,Chelsea,33,57,34,66,55.95,33.27,9.61,15.18,9.57575757575758,4.33333333333333,2
334,15/04/2019,Watford,Arsenal,"['0 ', ' 1']",Watford,32,47,47,46,44.01,49.2,11.29,9.9,7.0625,6.71875,1.4375,Arsenal,32,65,40,63,54.21,45.31,9.32,12.62,10.3125,6.40625,1.96875
335,16/04/2019,Brighton,Cardiff,"['0 ', ' 2']",Brighton,32,32,51,33,32.48,53.01,13.09,10.18,3.96875,8.03125,1.03125,Cardiff,33,28,63,28,35.51,59.27,14.78,5.82,3.90909090909091,9.06060606060606,0.848484848484849
336,20/04/2019,Manchester City,Tottenham,"['1 ', ' 0']",Manchester City,33,86,22,83,85.47,22.8,8.63,26.94,15.3333333333333,3.57575757575758,2.51515151515152,Tottenham,33,64,34,67,56.59,41.65,9.03,14.88,7.21212121212121,5.12121212121212,2.03030303030303
337,20/04/2019,Bournemouth,Fulham,"['0 ', ' 1']",Bournemouth,34,49,61,41,49.23,53.5,15.93,10.26,7.29411764705882,8.32352941176471,1.20588235294118,Fulham,34,32,76,20,38.4,65.58,14.33,10.23,4.26470588235294,9.11764705882353,0.588235294117647
338,20/04/2019,Huddersfield,Watford,"['1 ', ' 2']",Huddersfield,34,19,67,14,26.16,59.7,10.47,10.89,3.55882352941176,6.67647058823529,0.411764705882353,Watford,33,47,48,46,45.14,51.47,11.44,9.85,7.06060606060606,7,1.39393939393939
339,20/04/2019,West Ham,Leicester,"['2 ', ' 2']",West Ham,34,42,52,42,40.4,60.99,12.21,9.82,7.02941176470588,7.67647058823529,1.23529411764706,Leicester,34,46,45,47,46.75,40.32,11.38,10.31,5.38235294117647,6.29411764705882,1.38235294117647
340,20/04/2019,Wolverhampton Wanderers,Brighton,"['0 ', ' 0']",Wolverhampton Wanderers,33,41,42,47,44.05,38.53,12.93,11.56,4.54545454545455,6.09090909090909,1.42424242424242,Brighton,33,32,53,33,33.06,53.83,12.88,10.19,4.18181818181818,7.81818181818182,1
341,20/04/2019,Newcastle United,Southampton,"['3 ', ' 1']",Newcastle United,34,32,43,38,34.99,53.02,13.49,9.17,4.67647058823529,7.94117647058824,1.11764705882353,Southampton,33,39,54,36,42.16,51.29,11.66,9.94,5.06060606060606,8.39393939393939,1.09090909090909
342,21/04/2019,Everton,Manchester United,"['4 ', ' 0']",Everton,34,46,44,46,47.36,47.39,9.79,9.66,5.52941176470588,5.64705882352941,1.35294117647059,Manchester United,33,63,44,64,62.9,46.17,10.29,13.4,8.03030303030303,7.15151515151515,1.93939393939394
343,21/04/2019,Arsenal,Crystal Palace,"['2 ', ' 3']",Arsenal,33,66,40,66,56.48,46.44,9.28,12.71,10.4848484848485,6.42424242424242,2,Crystal Palace,34,40,46,39,43.15,46.71,14.41,9.11,6.29411764705882,6.55882352941176,1.14705882352941
344,21/04/2019,Cardiff,Liverpool,"['0 ', ' 2']",Cardiff,34,30,63,31,36.33,59.85,14.6,5.82,3.82352941176471,9.11764705882353,0.911764705882353,Liverpool,34,77,20,85,70.26,25.68,10.1,18.54,11.4705882352941,4.05882352941176,2.5
345,22/04/2019,Chelsea,Burnley,"['2 ', ' 2']",Chelsea,34,57,36,66,56.82,34.58,9.79,14.96,9.44117647058824,4.73529411764706,1.94117647058824,Burnley,34,42,60,39,41.66,57.85,13.14,10.38,5.08823529411765,7.73529411764706,1.14705882352941
346,23/04/2019,Watford,Southampton,"['1 ', ' 1']",Watford,34,49,49,49,46.22,52.56,11.42,9.96,7.08823529411765,6.88235294117647,1.44117647058824,Southampton,34,40,57,36,43.43,52.52,11.44,9.98,5.14705882352941,8.23529411764706,1.05882352941176
347,23/04/2019,Tottenham,Brighton,"['1 ', ' 0']",Tottenham,34,64,35,67,57.79,43.72,9.23,14.49,7.11764705882353,5.32352941176471,1.97058823529412,Brighton,34,32,53,34,33.18,56.44,13.05,10.34,4.05882352941176,7.79411764705882,1
348,24/04/2019,Wolverhampton Wanderers,Arsenal,"['3 ', ' 1']",Wolverhampton Wanderers,34,41,42,48,46.66,38.64,13.05,11.77,4.61764705882353,5.91176470588235,1.41176470588235,Arsenal,34,68,43,66,58.02,49,9.13,12.72,10.5588235294118,6.52941176470588,1.94117647058824
349,24/04/2019,Manchester United,Manchester City,"['0 ', ' 2']",Manchester United,34,63,48,64,63.2,47.69,10.47,13.47,7.94117647058824,6.97058823529412,1.88235294117647,Manchester City,34,87,22,86,87.53,24,8.52,26.48,15.2352941176471,3.58823529411765,2.52941176470588
350,26/04/2019,Liverpool,Huddersfield,"['5 ', ' 0']",Liverpool,35,79,20,88,72.69,26.8,9.93,18.74,11.5142857142857,3.94285714285714,2.51428571428571,Huddersfield,35,20,69,14,27.25,60.78,10.55,10.9,3.54285714285714,6.71428571428571,0.4
351,27/04/2019,Tottenham,West Ham,"['0 ', ' 1']",Tottenham,35,65,35,70,58.8,43.86,9.18,14.62,7.22857142857143,5.2,2,West Ham,35,44,54,43,41.77,61.79,12.13,9.69,7.11428571428571,7.6,1.22857142857143
352,27/04/2019,Crystal Palace,Everton,"['0 ', ' 0']",Crystal Palace,35,43,48,42,45.71,48.25,14.36,8.97,6.4,6.74285714285714,1.2,Everton,35,50,44,49,48.88,47.69,9.92,9.82,5.4,5.62857142857143,1.4
353,27/04/2019,Fulham,Cardiff,"['1 ', ' 0']",Fulham,35,33,76,23,41.02,68.42,14.29,10.29,4.31428571428571,9.08571428571429,0.657142857142857,Cardiff,35,30,65,31,37.45,62.28,14.86,5.75,3.71428571428571,9.22857142857143,0.885714285714286
354,27/04/2019,Southampton,Bournemouth,"['3 ', ' 3']",Southampton,35,41,58,37,45.55,53.79,11.38,9.87,5.05714285714286,8.31428571428572,1.05714285714286,Bournemouth,35,49,62,41,52.07,56.12,15.83,10.34,7.31428571428571,8.25714285714286,1.17142857142857
355,27/04/2019,Watford,Wolverhampton Wanderers,"['1 ', ' 2']",Watford,35,50,50,50,47.5,54.68,11.28,9.96,7.2,6.74285714285714,1.42857142857143,Wolverhampton Wanderers,35,44,43,51,47.64,39.58,13.21,11.79,4.62857142857143,5.97142857142857,1.45714285714286
356,27/04/2019,Brighton,Newcastle United,"['1 ', ' 1']",Brighton,35,32,54,34,33.32,57.44,13.2,10.27,3.97142857142857,7.88571428571429,0.971428571428571,Newcastle United,35,35,44,41,36.22,54.29,13.44,9,4.62857142857143,7.94285714285714,1.17142857142857
357,28/04/2019,Leicester,Arsenal,"['3 ', ' 0']",Leicester,35,48,47,48,47.55,41.69,11.16,10.3,5.37142857142857,6.4,1.37142857142857,Arsenal,35,69,46,66,58.96,49.98,9.19,12.85,10.4857142857143,6.48571428571429,1.88571428571429
358,28/04/2019,Burnley,Manchester City,"['0 ', ' 1']",Burnley,35,44,62,40,42.45,59.14,13.33,10.23,5.02857142857143,8.08571428571429,1.14285714285714,Manchester City,35,89,22,89,88.06,24.51,8.53,26.18,15.2,3.62857142857143,2.54285714285714
359,28/04/2019,Manchester United,Chelsea,"['1 ', ' 1']",Manchester United,35,63,50,64,63.72,48.22,10.75,13.31,7.85714285714286,7.17142857142857,1.82857142857143,Chelsea,35,59,38,67,58.11,35.37,9.68,15.09,9.74285714285714,4.68571428571429,1.91428571428571
360,03/05/2019,Everton,Burnley,"['2 ', ' 0']",Everton,36,50,44,50,50.03,47.95,9.75,9.89,5.47222222222222,5.61111111111111,1.38888888888889,Burnley,36,44,63,40,42.54,61.48,13.48,10.16,5,8.13888888888889,1.11111111111111
361,04/05/2019,Bournemouth,Tottenham,"['1 ', ' 0']",Bournemouth,36,52,65,42,54.69,58.85,15.76,10.23,7.22222222222222,8.27777777777778,1.16666666666667,Tottenham,36,65,36,70,60.15,44.85,9.26,14.57,7.27777777777778,5.11111111111111,1.94444444444444
362,04/05/2019,West Ham,Southampton,"['3 ', ' 0']",West Ham,36,45,54,46,42.76,63.15,12.17,9.75,6.97222222222222,7.63888888888889,1.27777777777778,Southampton,36,44,61,38,48.29,56.42,11.24,9.92,5.16666666666667,8.19444444444445,1.05555555555556
363,04/05/2019,Wolverhampton Wanderers,Fulham,"['1 ', ' 0']",Wolverhampton Wanderers,36,46,44,54,50.08,40.48,13.21,11.78,4.69444444444445,5.88888888888889,1.5,Fulham,36,34,76,26,41.54,69.53,13.93,10.45,4.36111111111111,8.91666666666667,0.722222222222222
364,04/05/2019,Cardiff,Crystal Palace,"['2 ', ' 3']",Cardiff,36,30,66,31,38.56,62.8,14.88,5.68,3.69444444444444,9.13888888888889,0.861111111111111,Crystal Palace,36,43,48,43,45.97,49.41,14.31,8.84,6.36111111111111,6.77777777777778,1.19444444444444
365,04/05/2019,Newcastle United,Liverpool,"['2 ', ' 3']",Newcastle United,36,36,45,42,36.65,55.49,13.48,9.24,4.63888888888889,7.88888888888889,1.16666666666667,Liverpool,36,84,20,91,76.27,26.96,9.86,18.84,11.5555555555556,3.88888888888889,2.52777777777778
366,05/05/2019,Chelsea,Watford,"['3 ', ' 0']",Chelsea,36,60,39,68,59.74,36.49,9.7,15.02,9.72222222222222,4.72222222222222,1.88888888888889,Watford,36,51,52,50,48.39,57.13,11.29,10.07,7.08333333333333,6.75,1.38888888888889
367,05/05/2019,Huddersfield,Manchester United,"['1 ', ' 1']",Huddersfield,36,20,74,14,27.41,64.37,10.84,10.79,3.5,6.88888888888889,0.388888888888889,Manchester United,36,64,51,65,64.84,49.85,10.77,13.21,7.80555555555556,7.22222222222222,1.80555555555556
368,05/05/2019,Arsenal,Brighton,"['1 ', ' 1']",Arsenal,36,69,49,66,59.56,53.66,9.45,12.66,10.3055555555556,6.52777777777778,1.83333333333333,Brighton,36,33,55,35,34.53,57.88,13.35,10.39,4.02777777777778,7.80555555555556,0.972222222222222
369,06/05/2019,Manchester City,Leicester,"['1 ', ' 0']",Manchester City,36,90,22,92,90.41,24.6,8.51,26,15.0555555555556,3.63888888888889,2.55555555555556,Leicester,36,51,47,51,51.23,42.29,10.99,10.53,5.44444444444445,6.33333333333333,1.41666666666667
370,12/05/2019,Brighton,Manchester City,"['1 ', ' 4']",Brighton,37,34,56,36,36.43,60.24,13.37,10.27,4.13513513513514,7.97297297297297,0.972972972972973,Manchester City,37,91,22,95,91.5,25.14,8.5,26.25,15.027027027027,3.64864864864865,2.56756756756757
371,12/05/2019,Burnley,Arsenal,"['1 ', ' 3']",Burnley,37,44,65,40,43.01,63.25,13.48,10.04,4.94594594594595,8.10810810810811,1.08108108108108,Arsenal,37,70,50,67,61.92,55.57,9.37,12.69,10.4054054054054,6.56756756756757,1.81081081081081
372,12/05/2019,Crystal Palace,Bournemouth,"['5 ', ' 3']",Crystal Palace,37,46,50,46,47.78,50.91,14.17,8.76,6.5945945945946,6.81081081081081,1.24324324324324,Bournemouth,37,53,65,45,56.91,59.56,15.55,10.23,7.32432432432433,8.13513513513514,1.21621621621622
373,12/05/2019,Fulham,Newcastle United,"['0 ', ' 4']",Fulham,37,34,77,26,42.05,71.63,13.76,10.66,4.2972972972973,8.86486486486487,0.702702702702703,Newcastle United,37,38,48,42,37.95,56.98,13.68,9.31,4.62162162162162,7.91891891891892,1.13513513513514
374,12/05/2019,Leicester,Chelsea,"['0 ', ' 0']",Leicester,37,51,48,51,51.77,43.38,11.28,10.44,5.40540540540541,6.54054054054054,1.37837837837838,Chelsea,37,63,39,71,62.7,37.76,9.63,14.96,9.86486486486487,4.94594594594595,1.91891891891892
375,12/05/2019,Liverpool,Wolverhampton Wanderers,"['2 ', ' 0']",Liverpool,37,87,22,94,77.76,28.26,9.91,18.92,11.4864864864865,3.89189189189189,2.54054054054054,Wolverhampton Wanderers,37,47,44,57,52.17,40.99,13.37,11.68,4.75675675675676,5.78378378378378,1.54054054054054
376,12/05/2019,Manchester United,Cardiff,"['0 ', ' 2']",Manchester United,37,65,52,66,66.72,50.59,10.69,13.21,8.10810810810811,7.18918918918919,1.78378378378378,Cardiff,37,32,69,31,40.06,64.61,14.5,5.72,3.81081081081081,9.2972972972973,0.837837837837838
377,12/05/2019,Southampton,Huddersfield,"['1 ', ' 1']",Southampton,37,44,64,38,48.73,58.41,11.16,10.05,5.32432432432433,8.08108108108108,1.02702702702703,Huddersfield,37,21,75,15,28.15,66.25,10.91,10.71,3.56756756756757,7.21621621621622,0.405405405405405
378,12/05/2019,Tottenham,Everton,"['2 ', ' 2']",Tottenham,37,65,37,70,60.86,47.08,9.28,14.44,7.16216216216216,5.27027027027027,1.89189189189189,Everton,37,52,44,53,51.8,48.43,9.67,9.99,5.51351351351351,5.54054054054054,1.43243243243243
379,12/05/2019,Watford,West Ham,"['1 ', ' 4']",Watford,37,51,55,50,49.66,60.09,11.32,9.99,7.24324324324324,6.97297297297297,1.35135135135135,West Ham,37,48,54,49,44.76,63.59,12.26,9.72,6.89189189189189,7.72972972972973,1.32432432432432
